TICKS, NEG-REWARD, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.235
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.938334
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.726666
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 13.0583315
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.232333
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.268333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.535
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.451667
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 9.235
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.775002
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.477
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 7.0156665
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.544333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 11.708667
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 9.285
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.735
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.235
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 6.845
20.0, -1.0, 1.0, 5.0, 2.0, 0.0, 9.251667
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 6.778333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.529334
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.251666
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 14.840665
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.471667
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.738334
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.285
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 11.714001
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 11.708333
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.505
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.523
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.479667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 12.408333
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.888332
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.516
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.538333
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.251666
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 6.838
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 6.857
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.741666
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.256
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.251666
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 14.181666
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.273
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 8.031667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 12.911667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 12.375
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 11.708333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.456334
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.467
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.670666
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 8.031667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 12.911667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.355
20.0, -1.0, 1.0, 5.0, 2.0, 0.0, 5.5750003
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 12.162999
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.454999
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.894333
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 6.811667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 12.151333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.301667
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 6.7846665
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.285
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.710999
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 8.043333
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 10.539333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.491333
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.490334
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.266666
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 9.235
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 12.575
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 8.052
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 11.741668
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.522
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.480332
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 15.698334
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.177333
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 9.274
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.4383335
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 6.818333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 8.079333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 8.248334
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 11.151999
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 8.048333
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 8.016999
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.480999
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 6.828333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.438333
20.0, -1.0, 1.0, 5.0, 2.0, 0.0, 10.477667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.475999
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 8.073667
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 12.927334
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.271333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 8.08
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 13.817666
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.488334
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 8.031667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.454999
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.278333
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.487666
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 12.945
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.521667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 16.718332
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.285
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 6.8663335
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 7.9983335
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 11.729
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.235001
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 14.148334
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 10.516334
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.701001
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 10.488334
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 8.015
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 8.031667
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.283666
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 13.868
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 8.015
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 8.031667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 14.211667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 12.945
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.741666
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 8.031667
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.724999
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.297666
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 9.255
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 10.455
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 14.198334
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 13.225333
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 13.003333
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.724999
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.731334
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.9956665
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.419666
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.506
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 12.961666
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.505
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 13.25
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.4869995
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 6.795
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.505
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 6.818333
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 14.152
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.938666
20.0, -1.0, 1.0, 5.0, 2.0, 0.33333334, 10.505
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.758334
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.531333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 11.748668
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 9.268333
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 9.285
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 10.505
20.0, -1.0, 1.0, 5.0, 2.0, 0.6666667, 8.0946665
20.0, -1.0, 1.0, 5.0, 2.0, 1.0, 11.691666
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 8.0476675
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.235
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.488334
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.520667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.235
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.014999
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.695667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 6.813333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.470666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 14.079667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 14.215001
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.774999
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.300668
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.691666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 8.065
20.0, -1.0, 1.0, 5.0, 5.0, 0.0, 5.5750003
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 6.795
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.926666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.767331
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.498333
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 10.498333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.945
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.194667
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 11.691667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.791667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.554999
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 5.5416665
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.031667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 13.417
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 14.261668
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.454999
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.285
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 6.8116665
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 8.015
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.544
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.708333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.773
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.251667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.253666
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 8.031667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.251667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.758332
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.218333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.031667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.488334
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 8.265
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.218333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.471667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 8.284333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.033334
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 13.178334
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.492333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.283668
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.268667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.496333
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.251667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.294667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.485667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.954333
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.235
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.235
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 13.199001
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.285
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.977666
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.471667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 6.841333
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.691666
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 8.031667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.745334
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.541667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.171666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.235
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 13.001332
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.303667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.4383335
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.962333
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.457
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.147667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.761668
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.158333
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 14.198334
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.918332
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.509666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.285001
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.454999
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.7386675
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.634334
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.931
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.945
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.285
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.691666
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 14.147667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.724
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.686001
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 6.8283334
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.506
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 8.015
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.285
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.971001
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 13.833667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.708333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.045
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.031667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.471667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.325667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 5.5750003
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 6.841667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.376332
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.741666
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.014999
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.235
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.674999
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 14.406333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.031667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.498001
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.051
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.268001
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.720666
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.954999
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 8.065
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.471667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.691667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.751334
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.292666
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.179667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.263667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.375333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.228667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.498333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 14.181666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.986333
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.454999
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.540667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.488334
20.0, -1.0, 1.0, 5.0, 5.0, 0.0, 6.849667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.978335
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.5216675
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.251666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.748666
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 5.5750003
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.316668
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 15.865668
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.488333
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 8.077666
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 12.978335
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.691667
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 7.998333
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 14.131665
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.505
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.461666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 14.565999
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 13.370335
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.285001
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.928334
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 6.811667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.473667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.513
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.332667
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.285
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 9.292
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.505
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.658334
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 15.1119995
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 6.8816667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 13.189
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.251668
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.279668
20.0, -1.0, 1.0, 5.0, 5.0, 0.0, 8.015
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 15.6363325
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.285
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.044
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.688333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.471666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 6.845
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 13.002002
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.935
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.218333
20.0, -1.0, 1.0, 5.0, 5.0, 0.33333334, 10.505
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 7.981667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.268334
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 8.030666
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 13.187335
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 15.658666
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.242333
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.759334
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 12.384334
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.488334
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.488334
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.967999
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 11.708333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 13.443667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.538333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 10.471665
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 10.471667
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 9.251667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 12.944667
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.285
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 11.708333
20.0, -1.0, 1.0, 5.0, 5.0, 0.6666667, 9.488999
20.0, -1.0, 1.0, 5.0, 5.0, 1.0, 13.404335
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 10.521667
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 10.487332
20.0, -1.0, 1.0, 5.0, 10.0, 0.33333334, 10.454999
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 8.065001
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 9.312333
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 9.270333
20.0, -1.0, 1.0, 5.0, 10.0, 0.33333334, 12.945
20.0, -1.0, 1.0, 5.0, 10.0, 0.33333334, 9.285
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 8.015
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 12.172999
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 10.523999
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 12.189667
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 9.2733345
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 11.675
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 12.824
20.0, -1.0, 1.0, 5.0, 10.0, 0.33333334, 6.811667
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 12.805
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 11.725001
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 11.724999
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 6.795
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 9.511001
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 10.488334
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 6.7783337
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 6.8250003
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 8.014999
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 8.031667
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 8.031666
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 8.015
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 8.046666
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 10.471666
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 9.285
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 11.729667
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 10.483668
20.0, -1.0, 1.0, 5.0, 10.0, 0.33333334, 8.042334
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 8.0546665
20.0, -1.0, 1.0, 5.0, 10.0, 1.0, 9.235
20.0, -1.0, 1.0, 5.0, 10.0, 0.6666667, 8.015
